         name         | gender |    dob     
 MISSOURI             | F      | 1961-06-28
 MISSOURI             | F      | 1961-06-28
 MISSOURI             | F      | 1991-03-22
 MISSOURI             | F      | 1983-09-01
 MISSOURI             | F      | 1983-09-01
 MISSOURI             | F      | 1968-04-22
 MISSOURI             | F      | 1968-04-22
 MISSOURI             | F      | 1968-04-22
 MISSOURI             | F      | 1968-04-22
 MISSOURI             | M      | 1989-05-07
 MISSOURI             | F      | 1984-11-13
 MISSOURI             | F      | 1984-11-13
 MISSOURI             | F      | 1989-08-31
 MISSOURI             | M      | 1988-08-09
 MISSOURI             | F      | 1981-06-29
 MISSOURI             | F      | 1981-06-29
 MISSOURI             | M      | 1972-12-13
 MISSOURI             | M      | 1979-09-04
 MISSOURI             | M      | 1979-09-04
 MISSOURI             | M      | 1979-09-04
 MISSOURI             | F      | 1990-05-23
 MISSOURI             | F      | 1990-05-23
 MISSOURI             | F      | 1984-04-18
 MISSOURI             | F      | 1984-04-18
 MISSOURI             | M      | 1988-11-14
 MISSOURI             | M      | 1978-07-12
 MISSOURI             | F      | 1988-03-17
 MISSOURI             | F      | 1988-03-17
 MISSOURI             | M      | 1972-10-22
 MISSOURI             | F      | 1963-05-19
 MISSOURI             | M      | 1980-04-26
 MISSOURI             | M      | 1975-02-02
 MISSOURI             | M      | 1982-08-30
 MISSOURI             | M      | 1982-08-30
 MISSOURI             | F      | 1989-12-17
 MISSOURI             | F      | 1989-12-17
 MISSOURI             | F      | 1989-12-17
 MISSOURI             | F      | 1974-12-27
 MISSOURI             | M      | 1985-11-14
 MISSOURI             | F      | 1988-01-05
 MISSOURI             | F      | 1988-01-05
 MISSOURI             | F      | 1973-11-11
 MISSOURI             | F      | 1973-11-11
 MISSOURI             | M      | 1981-08-09
 MISSOURI             | M      | 1981-08-09
 MISSOURI             | F      | 1954-01-06
 MISSOURI             | F      | 1954-01-06
 MISSOURI             | F      | 1958-06-11
 MISSOURI             | F      | 1987-07-27
 MISSOURI             | F      | 1960-07-17
 MISSOURI             | M      | 1972-06-03
 MISSOURI             | F      | 1988-11-18
 MISSOURI             | F      | 1988-11-18
 MISSOURI             | M      | 1986-11-09
 MISSOURI             | M      | 1965-05-16
 MISSOURI             | M      | 1965-05-16
 MISSOURI             | F      | 1976-02-24
 MISSOURI             | F      | 1976-02-24
 MISSOURI             | F      | 1986-02-07
 MISSOURI             | F      | 1976-01-11
 MISSOURI             | F      | 1976-01-11
 MISSOURI             | F      | 1983-11-08
 MISSOURI             | F      | 1983-11-08
 MISSOURI             | M      | 1987-08-01
 MISSOURI             | M      | 1955-01-02
 MISSOURI             | M      | 1980-08-24
 MISSOURI             | M      | 1980-08-24
 MISSOURI             | F      | 1992-08-11
 MISSOURI             | F      | 1954-04-02
 MISSOURI             | M      | 1974-08-25
 MISSOURI             | F      | 1987-11-24
 MISSOURI             | F      | 1968-06-27
 MISSOURI             | F      | 1968-06-27
 MISSOURI             | F      | 1968-06-27
 MISSOURI             | M      | 1990-04-15
 MISSOURI             | M      | 1950-07-10
 MISSOURI             | M      | 1950-07-10
 MISSOURI             | M      | 1950-07-10
 MISSOURI             | M      | 1992-05-11
 MISSOURI             | M      | 1980-10-14
 MISSOURI             | F      | 1989-07-04
 MISSOURI             | F      | 1954-08-28
 MISSOURI             | F      | 1954-08-28
 MISSOURI             | M      | 1950-10-22
 MISSOURI             | M      | 1950-10-22
 MISSOURI             | M      | 1950-10-22
 MISSOURI             | M      | 1971-01-13
 MISSOURI             | M      | 1971-01-13
 MISSOURI             | M      | 1976-04-17
 MISSOURI             | M      | 1976-04-17
 MISSOURI             | F      | 1967-03-23
 MISSOURI             | F      | 1967-03-23
 MISSOURI             | M      | 1981-10-29
 MISSOURI             | M      | 1981-10-29
 MISSOURI             | F      | 1984-08-28
 MISSOURI             | F      | 1984-08-28
 MISSOURI             | F      | 1951-08-16
 MISSOURI             | F      | 1951-08-16
 MISSOURI             | F      | 1951-08-16
 MISSOURI             | F      | 1958-02-20
 MISSOURI             | F      | 1958-02-20
 MISSOURI             | F      | 1970-05-13
 MISSOURI             | F      | 1983-10-05
 MISSOURI             | F      | 1986-11-22
 MISSOURI             | F      | 1986-11-22
 MISSOURI             | F      | 1975-08-26
 MISSOURI             | F      | 1975-08-26
 MISSOURI             | F      | 1945-11-15
 MISSOURI             | F      | 1945-11-15
 MISSOURI             | F      | 1945-11-15
 MISSOURI             | F      | 1945-11-15
 MISSOURI             | F      | 1905-09-30
 MISSOURI             | F      | 1905-09-30
 MISSOURI             | F      | 1986-02-09
 MISSOURI             | F      | 1986-02-09
 MISSOURI             | M      | 1985-01-14
 MISSOURI             | F      | 1965-02-02
 MISSOURI             | F      | 1978-04-28
 MISSOURI             | M      | 1977-07-16
 MISSOURI             | M      | 1963-02-15
 MISSOURI             | M      | 1981-12-21
 MISSOURI             | M      | 1981-12-21
 MISSOURI             | F      | 1986-03-21
 MISSOURI             | F      | 1986-03-21
 MISSOURI             | M      | 1985-12-18
 MISSOURI             | F      | 1991-09-05
 MISSOURI             | M      | 1975-01-15
 MISSOURI             | F      | 1983-01-15
 MISSOURI             | F      | 1983-01-15
 MISSOURI             | F      | 1983-01-15
 MISSOURI             | F      | 1954-04-02
 MISSOURI             | M      | 1980-03-10
 MISSOURI             | F      | 1989-06-23
 MISSOURI             | F      | 1989-06-23
 MISSOURI             | F      | 1980-01-01
 MISSOURI             | F      | 1980-01-01
 MISSOURI             | F      | 1968-08-20
 MISSOURI             | M      | 1990-02-11
 MISSOURI             | F      | 1993-06-12
 MISSOURI             | F      | 1993-06-12
 MISSOURI             | F      | 1960-07-21
 MISSOURI             | F      | 1954-06-04
 MISSOURI             | F      | 1954-06-04
 MISSOURI             | M      | 1983-12-06
 MISSOURI             | M      | 1983-12-06
 MISSOURI             | M      | 1983-12-06
 MISSOURI             | F      | 1971-06-18
 MISSOURI             | M      | 1978-06-11
 MISSOURI             | M      | 1983-11-08
 MISSOURI             | M      | 1983-11-08
 MISSOURI             | M      | 1983-11-08
 MISSOURI             | F      | 1974-01-03
 MISSOURI             | F      | 1974-01-03
 MISSOURI             | M      | 1986-04-05
 MISSOURI             | M      | 1980-08-15
 MISSOURI             | M      | 1980-08-15
 MISSOURI             | F      | 1966-12-07
 MISSOURI             | F      | 1966-12-07
 MISSOURI             | F      | 1974-01-03
 MISSOURI             | M      | 1984-10-02
 MISSOURI             | M      | 1984-10-02
 MISSOURI             | M      | 1984-10-02
 MISSOURI             | F      | 1964-04-23
 MISSOURI             | F      | 1964-04-23
 MISSOURI             | F      | 1947-11-15
 MISSOURI             | F      | 1947-11-15
 MISSOURI             | M      | 1989-03-12
 MISSOURI             | M      | 1989-03-12
 MISSOURI             | F      | 1988-11-18
 MISSOURI             | M      | 1969-07-03
 MISSOURI             | M      | 1969-07-03
 MISSOURI             | M      | 1974-11-28
 MISSOURI             | F      | 1966-08-25
 MISSOURI             | F      | 1966-08-25
 MISSOURI             | F      | 1979-04-22
 MISSOURI             | F      | 1979-04-22
 MISSOURI             | M      | 1910-07-17
 MISSOURI             | M      | 1984-02-24
 MISSOURI             | F      | 1956-08-02
 MISSOURI             | M      | 1984-02-24
 MISSOURI             | M      | 1954-08-03
 MISSOURI             | M      | 1960-06-08
 MISSOURI             | F      | 1978-12-09
 MISSOURI             | F      | 1978-12-09
 MISSOURI             | F      | 1981-11-09
 MISSOURI             | F      | 1981-11-09
 MISSOURI             | F      | 1956-08-14
 MISSOURI             | M      | 1979-06-20
 MISSOURI             | F      | 1965-04-29
 MISSOURI             | M      | 1959-01-22
 MISSOURI             | M      | 1982-01-28
 MISSOURI             | M      | 1963-02-03
 MISSOURI             | M      | 1963-02-03
 MISSOURI             | M      | 1985-01-09
 MISSOURI             | M      | 1979-11-29
 MISSOURI             | M      | 1979-11-29
 MISSOURI             | M      | 1947-03-08
 MISSOURI             | M      | 1947-03-08
 MISSOURI             | F      | 1978-07-24
 MISSOURI             | F      | 1965-06-04
 MISSOURI             | F      | 1965-06-04
 MISSOURI             | M      | 1987-01-01
 MISSOURI             | M      | 1987-01-01
 MISSOURI             | F      | 1954-08-13
 MISSOURI             | F      | 1948-06-01
 MISSOURI             | F      | 1948-06-01
 MISSOURI             | F      | 1948-06-01
 MISSOURI             | F      | 1948-06-01
 MISSOURI             | M      | 1996-01-24
 MISSOURI             | F      | 1996-07-09
 MISSOURI             | F      | 1996-07-09
 MISSOURI             | F      | 1995-09-16
 MISSOURI             | F      | 1995-09-16
 MISSOURI             | M      | 1985-12-24
 MISSOURI             | M      | 1985-12-24
 MISSOURI             | F      | 1989-12-17
 MISSOURI             | M      | 1993-07-03
 MISSOURI             | M      | 1993-07-03
 MISSOURI             | F      | 1960-09-01
 MISSOURI             | F      | 1960-09-01
 MISSOURI             | M      | 1993-07-03
 MISSOURI             | M      | 1995-06-26
 MISSOURI             | M      | 1995-06-26
 MISSOURI             | M      | 1996-02-13
 MISSOURI             | M      | 1996-02-13
 MISSOURI             | F      | 1995-08-04
 MISSOURI             | F      | 1995-08-04
 MISSOURI             | F      | 1995-06-09
 MISSOURI             | F      | 1995-06-09
 MISSOURI             | M      | 1996-04-01
 MISSOURI             | M      | 1996-04-01
 MISSOURI             | M      | 1996-04-01
 MISSOURI             | M      | 1996-04-15
 MISSOURI             | F      | 1996-08-13
 MISSOURI             | M      | 1996-07-25
 MISSOURI             | M      | 1996-07-25
 MISSOURI             | F      | 1995-09-14
 MISSOURI             | F      | 1995-09-14
 MISSOURI             | M      | 1996-04-12
 MISSOURI             | M      | 1996-03-17
 MISSOURI             | M      | 1996-03-17
 MISSOURI             | M      | 1996-09-03
 MISSOURI             | M      | 1996-09-03
 MISSOURI             | M      | 1995-10-17
 MISSOURI             | M      | 1976-01-27
 MISSOURI             | M      | 1976-01-27
 MISSOURI             | M      | 1969-02-02
 MISSOURI             | M      | 1969-02-02
 MISSOURI             | F      | 1974-02-20
 MISSOURI             | F      | 1974-02-20
 MISSOURI             | F      | 1974-02-20
 MISSOURI             | F      | 1974-02-20
 MISSOURI             | M      | 1951-12-30
 MISSOURI             | M      | 1951-12-30
 MISSOURI             | M      | 1951-12-30
 MISSOURI             | M      | 1951-12-30
 MISSOURI             | M      | 1951-12-30
 MISSOURI             | M      | 1951-12-30
 MISSOURI             | F      | 1976-03-26
 MISSOURI             | F      | 1976-03-26
 MISSOURI             | M      | 1947-10-08
 MISSOURI             | F      | 1971-06-02
 MISSOURI             | F      | 1980-05-01
 MISSOURI             | F      | 1980-05-01
 MISSOURI             | M      | 1951-05-24
 MISSOURI             | M      | 1951-05-24
 MISSOURI             | F      | 1956-08-21
 MISSOURI             | F      | 1956-08-21
 MISSOURI             | F      | 1956-08-21
 MISSOURI             | F      | 1956-08-21
 MISSOURI             | F      | 1937-10-08
 MISSOURI             | F      | 1937-10-08
 MISSOURI             | M      | 1947-10-08
 MISSOURI             | M      | 1969-08-29
 MISSOURI             | F      | 1949-10-10
 MISSOURI             | F      | 1977-05-02
 MISSOURI             | F      | 1959-08-14
 MISSOURI             | F      | 1959-08-14
 MISSOURI             | M      | 1961-03-22
 MISSOURI             | M      | 1961-03-22
 MISSOURI             | F      | 1982-09-15
 MISSOURI             | M      | 1989-08-07
 MISSOURI             | M      | 1958-03-17
 MISSOURI             | M      | 1958-03-17
 MISSOURI             | F      | 1971-09-06
 MISSOURI             | F      | 1980-06-06
 MISSOURI             | F      | 1991-04-09
 MISSOURI             | F      | 1958-09-07
 MISSOURI             | F      | 1958-09-07
 MISSOURI             | M      | 1970-01-19
 MISSOURI             | M      | 1970-01-19
 MISSOURI             | M      | 1970-01-19
 MISSOURI             | M      | 1972-02-05
 MISSOURI             | M      | 1972-02-05
 MISSOURI             | F      | 1990-07-05
 MISSOURI             | F      | 1990-07-05
 MISSOURI             | F      | 1956-02-25
 MISSOURI             | F      | 1956-02-25
 MISSOURI             | F      | 1962-03-04
 MISSOURI             | F      | 1962-03-04
 MISSOURI             | F      | 1962-03-04
 MISSOURI             | F      | 1982-08-07
 MISSOURI             | F      | 1982-08-07
 MISSOURI             | F      | 1993-09-18
 MISSOURI             | F      | 1948-01-27
 MISSOURI             | F      | 1948-01-27
 MISSOURI             | F      | 1980-03-12
 MISSOURI             | F      | 1980-03-12
 MISSOURI             | F      | 1954-01-23
 MISSOURI             | F      | 1954-01-23
 MISSOURI             | F      | 1964-05-04
 MISSOURI             | F      | 1971-11-13
 MISSOURI             | F      | 1971-11-13
 MISSOURI             | F      | 1971-11-13
 MISSOURI             | F      | 1971-11-13
 MISSOURI             | F      | 1963-05-09
 MISSOURI             | F      | 1963-05-09
 MISSOURI             | F      | 1963-05-09
 MISSOURI             | F      | 1978-03-23
 MISSOURI             | F      | 1978-03-23
 MISSOURI             | F      | 1970-06-24
 MISSOURI             | F      | 1970-06-24
 MISSOURI             | F      | 1970-06-24
 MISSOURI             | F      | 1970-06-24
 MISSOURI             | F      | 1986-06-07
 MISSOURI             | F      | 1986-06-07
 MISSOURI             | F      | 1986-06-07
 MISSOURI             | F      | 1967-11-25
 MISSOURI             | F      | 1967-11-25
 MISSOURI             | M      | 1961-06-27
 MISSOURI             | M      | 1961-06-27
 MISSOURI             | M      | 1964-12-29
 MISSOURI             | M      | 1964-12-29
 MISSOURI             | M      | 1961-06-27
 MISSOURI             | F      | 1974-09-25
 MISSOURI             | M      | 1987-08-01
 MISSOURI             | M      | 1987-08-01
 MISSOURI             | M      | 1987-08-01
 MISSOURI             | F      | 1992-04-12
 MISSOURI             | F      | 1992-04-12
 MISSOURI             | M      | 1988-01-27
 MISSOURI             | M      | 1988-01-27
 MISSOURI             | M      | 1988-01-27
 MISSOURI             | M      | 1988-01-27
 MISSOURI             | M      | 1985-01-01
 MISSOURI             | M      | 1985-01-01
 MISSOURI             | M      | 1969-04-29
 MISSOURI             | F      | 1962-07-28
 MISSOURI             | F      | 1994-04-15
 MISSOURI             | F      | 1994-04-15
 MISSOURI             | F      | 1951-11-18
 MISSOURI             | F      | 1948-03-05
 MISSOURI             | F      | 1948-03-05
 NEW JERSEY           | F      | 1960-12-17
 NEW JERSEY           | M      | 1990-01-12
 NEW YORK             | M      | 1982-01-28
 NEW YORK             | M      | 1982-01-28
 NEW YORK             | F      | 1974-08-01
 NEW YORK             | F      | 1947-07-23
 NEW YORK             | F      | 1947-07-23
 NORTH CAROLINA       | M      | 1944-11-03
 NORTH CAROLINA       | F      | 1993-01-29
 NORTH CAROLINA       | F      | 1963-10-16
 NORTH CAROLINA       | F      | 1975-08-14
 NORTH CAROLINA       | F      | 1975-08-14
 NORTH CAROLINA       | M      | 1944-11-03
 NORTH CAROLINA       | F      | 1960-12-17
 NORTH CAROLINA       | F      | 1979-02-16
 NORTH CAROLINA       | F      | 1979-02-16
 NORTH CAROLINA       | F      | 1945-12-13
 NORTH CAROLINA       | F      | 1963-10-16
 NORTH CAROLINA       | F      | 1953-01-07
 NORTH CAROLINA       | F      | 1953-01-07
 NORTH CAROLINA       | M      | 1996-04-15
 NORTH CAROLINA       | M      | 1996-04-15
 NORTH CAROLINA       | F      | 1994-04-15
 NORTH CAROLINA       | F      | 1965-04-29
 NORTH DAKOTA         | F      | 1991-03-10
 OHIO                 | F      | 1970-11-20
 OHIO                 | F      | 1976-03-02
 OHIO                 | M      | 1955-05-23
 OHIO                 | F      | 1976-03-02
 OHIO                 | F      | 1973-07-27
 OHIO                 | M      | 1966-09-09
 OHIO                 | M      | 1960-06-08
 OHIO                 | F      | 1987-08-14
 OHIO                 | M      | 1983-06-13
 OHIO                 | F      | 1973-05-12
 OHIO                 | F      | 1977-06-17
 OHIO                 | F      | 1973-05-12
 OKLAHOMA             | F      | 1985-08-25
 OKLAHOMA             | F      | 1985-08-25
 OREGON               | M      | 1989-12-05
 OREGON               | M      | 1989-12-05
 PENNSYLVANIA         | F      | 1956-08-02
 PENNSYLVANIA         | M      | 1996-04-12
 PENNSYLVANIA         | M      | 1970-03-10
 PENNSYLVANIA         | M      | 1995-06-16
 PENNSYLVANIA         | M      | 1970-03-10
 PENNSYLVANIA         | M      | 1972-09-19
 PENNSYLVANIA         | M      | 1996-04-12
 SOUTH CAROLINA       | F      | 1990-10-17
 SOUTH DAKOTA         | F      | 1944-08-19
 SOUTH DAKOTA         | F      | 1991-04-09
 NEBRASKA    | M      | 1967-03-31
 NEBRASKA    | M      | 1946-01-06
 NEBRASKA    | F      | 1982-11-05
 NEBRASKA    | F      | 1982-11-05
 NEBRASKA    | F      | 1979-03-24
 NEBRASKA    | F      | 1972-09-17
 NEBRASKA    | F      | 1979-02-16
 NEBRASKA    | F      | 1981-11-09
 NEBRASKA    | F      | 1955-06-10
 NEBRASKA    | F      | 1983-06-26
 NEBRASKA    | M      | 1959-11-20
 NEBRASKA    | M      | 1959-11-20
 NEBRASKA    | M      | 1950-07-29
 NEBRASKA    | F      | 1978-12-09
 NEBRASKA    | F      | 1974-08-01
 NEBRASKA    | F      | 1974-08-01
 NEBRASKA    | F      | 1982-08-19
 NEBRASKA    | F      | 1982-08-19
 NEBRASKA    | M      | 1952-07-30
 NEBRASKA    | M      | 1952-07-30
 NEBRASKA    | F      | 1982-01-02
 NEBRASKA    | M      | 1905-02-08
 NEBRASKA    | F      | 1985-11-15
 NEBRASKA    | M      | 1973-10-01
 NEBRASKA    | M      | 1951-01-07
 NEBRASKA    | M      | 1972-06-03
 NEBRASKA    | M      | 1972-06-03
 NEBRASKA    | M      | 1973-10-01
 NEBRASKA    | F      | 1973-02-22
 NEBRASKA    | F      | 1952-12-27
 NEBRASKA    | F      | 1983-11-20
 NEBRASKA    | M      | 1985-05-11
 NEBRASKA    | M      | 1985-05-11
 NEBRASKA    | F      | 1961-01-19
 NEBRASKA    | F      | 1974-10-01
 NEBRASKA    | F      | 1975-07-19
 NEBRASKA    | F      | 1974-09-25
 NEBRASKA    | M      | 1912-11-18
 NEBRASKA    | M      | 1965-08-19
 NEBRASKA    | F      | 1949-02-17
 NEBRASKA    | M      | 1965-08-19
 NEBRASKA    | F      | 1988-11-03
 NEBRASKA    | F      | 1988-11-03
 NEBRASKA    | F      | 1963-12-23
 NEBRASKA    | F      | 1963-12-23
 NEBRASKA    | F      | 1975-07-19
 NEBRASKA    | F      | 1975-03-30
 NEBRASKA    | F      | 1974-01-31
 NEBRASKA    | F      | 1971-06-02
 NEBRASKA    | F      | 1959-07-28
 NEBRASKA    | F      | 1959-07-28
 NEBRASKA    | F      | 1966-10-09
 NEBRASKA    | F      | 1984-04-18
 NEBRASKA    | M      | 1967-07-25
 NEBRASKA    | F      | 1979-09-08
 NEBRASKA    | F      | 1979-09-08
 NEBRASKA    | M      | 1956-10-21
 NEBRASKA    | M      | 1957-07-18
 NEBRASKA    | M      | 1957-07-18
 NEBRASKA    | M      | 1957-07-18
 NEBRASKA    | M      | 1949-10-02
 NEBRASKA    | M      | 1949-10-02
 NEBRASKA    | M      | 1949-10-02
 NEBRASKA    | M      | 1956-10-21
 NEBRASKA    | F      | 1974-01-31
 NEBRASKA    | M      | 1989-08-07
 NEBRASKA    | F      | 1965-11-22
 NEBRASKA    | F      | 1975-07-19
 NEBRASKA    | F      | 1963-06-18
 NEBRASKA    | M      | 1968-09-09
 NEBRASKA    | F      | 1937-10-08
 NEBRASKA    | F      | 1937-10-08
 NEBRASKA    | F      | 1979-05-15
 NEBRASKA    | F      | 1979-05-15
 NEBRASKA    | F      | 1973-09-15
 NEBRASKA    | F      | 1955-12-27
 NEBRASKA    | M      | 1987-01-01
 NEBRASKA    | M      | 1987-01-01
 NEBRASKA    | F      | 1955-12-27
 NEBRASKA    | F      | 1978-01-10
 NEBRASKA    | M      | 1905-02-08
 NEBRASKA    | F      | 1905-09-30
 NEBRASKA    | F      | 1905-09-30
 NEBRASKA    | F      | 1990-06-29
 NEBRASKA    | F      | 1973-09-15
 NEBRASKA    | M      | 1981-10-29
 NEBRASKA    | M      | 1949-06-22
 NEBRASKA    | M      | 1979-09-14
 NEBRASKA    | F      | 1947-12-31
 NEBRASKA    | F      | 1969-07-12
 NEBRASKA    | F      | 1969-07-12
 NEBRASKA    | M      | 1949-06-22
 NEBRASKA    | F      | 1973-09-15
 NEBRASKA    | M      | 1988-09-07
 NEBRASKA    | F      | 1988-01-01
 NEBRASKA    | M      | 1995-09-15
 NEBRASKA    | M      | 1995-09-15
 NEBRASKA    | F      | 1980-06-06
 NEBRASKA    | M      | 1956-09-15
 NEBRASKA    | M      | 1956-09-15
 NEBRASKA    | F      | 1982-11-05
 NEBRASKA    | F      | 1988-01-01
 NEBRASKA    | F      | 1958-09-07
 NEBRASKA    | F      | 1958-09-07
 NEBRASKA    | M      | 1956-09-15
 NEBRASKA    | F      | 1955-06-08
 NEBRASKA    | F      | 1982-06-28
 NEBRASKA    | M      | 1995-06-26
 NEBRASKA    | M      | 1995-06-26
 NEBRASKA    | F      | 1959-06-21
 NEBRASKA    | M      | 1965-08-19
 NEBRASKA    | F      | 1995-08-04
 NEBRASKA    | F      | 1955-06-08
 NEBRASKA    | F      | 1948-03-26
 NEBRASKA    | F      | 1948-03-26
 NEBRASKA    | F      | 1982-11-05
 NEBRASKA    | M      | 1990-02-13
 NEBRASKA    | M      | 1951-11-13
 NEBRASKA    | M      | 1951-11-13
 NEBRASKA    | M      | 1987-08-01
 NEBRASKA    | M      | 1987-08-01
 NEBRASKA    | F      | 1978-03-29
 NEBRASKA    | F      | 1976-01-11
 NEBRASKA    | F      | 1982-01-02
 NEBRASKA    | F      | 1982-01-02
 NEBRASKA    | F      | 1977-06-11
 NEBRASKA    | F      | 1972-09-17
 NEBRASKA    | F      | 1945-12-13
 NEBRASKA    | M      | 1987-06-12
 NEBRASKA    | M      | 1986-04-12
 NEBRASKA    | M      | 1988-01-26
 NEBRASKA    | M      | 1988-01-26
 NEBRASKA    | M      | 1986-04-12
 NEBRASKA    | M      | 1986-04-12
 NEBRASKA    | M      | 1975-08-01
 NEBRASKA    | M      | 1975-08-01
 NEBRASKA    | M      | 1966-09-09
 NEBRASKA    | F      | 1977-05-02
 NEBRASKA    | F      | 1992-09-07
 NEBRASKA    | F      | 1992-09-07
 NEBRASKA    | F      | 1985-01-01
 NEBRASKA    | M      | 1980-08-15
 NEBRASKA    | F      | 1973-05-12
 NEBRASKA    | M      | 1980-08-15
 NEBRASKA    | F      | 1978-02-20
 NEBRASKA    | F      | 1971-01-06
 NEBRASKA    | F      | 1971-01-06
 NEBRASKA    | M      | 1984-04-01
 NEBRASKA    | M      | 1984-04-01
 NEBRASKA    | M      | 1985-11-15
 NEBRASKA    | M      | 1980-02-18
 NEBRASKA    | F      | 1978-04-28
 NEBRASKA    | F      | 1978-04-28
 NEBRASKA    | M      | 1985-01-14
 NEBRASKA    | M      | 1985-01-14
 NEBRASKA    | M      | 1983-11-08
 TENNESSEE            | F      | 1953-01-07
 TENNESSEE            | F      | 1951-04-05
 TENNESSEE            | M      | 1961-06-29
 TENNESSEE            | M      | 1961-06-29
 TENNESSEE            | F      | 1953-01-07
 TEXAS                | F      | 1984-11-16
 TEXAS                | M      | 1940-10-04
 TEXAS                | M      | 1994-07-29
 TEXAS                | M      | 1961-03-22
 TEXAS                | M      | 1959-11-20
 TEXAS                | M      | 1951-01-07
 TEXAS                | F      | 1990-01-01
 TEXAS                | F      | 1984-11-16
 TEXAS                | M      | 1968-09-09
 TEXAS                | M      | 1968-09-09
 TEXAS                | M      | 1983-02-04
 TEXAS                | F      | 1990-01-01
 TEXAS                | M      | 1974-07-04
 TEXAS                | M      | 1974-07-04
 TEXAS                | M      | 1961-03-22
 TEXAS                | M      | 1985-03-17
 TEXAS                | F      | 1956-02-25
 TEXAS                | M      | 1979-09-14
 TEXAS                | M      | 1978-09-01
 TEXAS                | M      | 1985-12-24
 TEXAS                | F      | 1983-11-20
 TEXAS                | F      | 1996-04-16
 TEXAS                | F      | 1973-07-27
 TEXAS                | F      | 1973-07-27
 TEXAS                | F      | 1988-08-08
 TEXAS                | F      | 1952-04-16
 TEXAS                | F      | 1989-02-10
 TEXAS                | F      | 1982-06-28
 TEXAS                | F      | 1980-03-13
 TEXAS                | F      | 1984-01-31
 TEXAS                | F      | 1963-12-23
 TEXAS                | M      | 1974-10-12
 TEXAS                | M      | 1974-10-12
 TEXAS                | F      | 1989-02-10
 VIRGINIA             | F      | 1970-11-20
 WASHINGTON           | F      | 1978-12-25
 WEST VIRGINIA        | M      | 1982-10-25
 WISCONSIN            | M      | 1973-08-21
 WISCONSIN            | F      | 1978-05-22
 WISCONSIN            | M      | 1973-08-21
 WISCONSIN            | M      | 1973-08-21
 WISCONSIN            | F      | 1970-02-01
 WISCONSIN            | M      | 1973-08-21
 WISCONSIN            | F      | 1978-05-22
 WISCONSIN            | M      | 1973-08-21
 WISCONSIN            | M      | 1973-08-21
